player_id,full_name,position,year,ovr
00-0024466,Marques Colston,WR,,
00-0030932,Kain Colter,WR,,
00-0031259,Aaron Colvin,DB,2016,78
00-0031259,Aaron Colvin,DB,2017,78
00-0031259,Aaron Colvin,DB,2018,79
00-0031259,Aaron Colvin,DB,2019,75
00-0035265,John Cominsky,DL,2019,67
00-0035265,John Cominsky,DL,2020,69
00-0035265,John Cominsky,DL,2021,69
00-0035265,John Cominsky,DL,2022,68
00-0035265,John Cominsky,DL,2023,70
00-0029144,Tom Compton,OL,2016,73
00-0029144,Tom Compton,OL,2017,72
00-0029144,Tom Compton,OL,2018,69
00-0029144,Tom Compton,OL,2019,66
00-0029144,Tom Compton,OL,2020,67
00-0029144,Tom Compton,OL,2021,70
00-0029144,Tom Compton,OL,2022,71
00-0029869,Will Compton,LB,2016,70
00-0029869,Will Compton,LB,2017,75
00-0029869,Will Compton,LB,2018,72
00-0035115,Te'Von Coney,LB,,
00-0033057,Jack Conklin,OL,2016,79
00-0033057,Jack Conklin,OL,2017,86
00-0033057,Jack Conklin,OL,2018,81
00-0033057,Jack Conklin,OL,2019,78
00-0033057,Jack Conklin,OL,2020,78
00-0033057,Jack Conklin,OL,2021,80
00-0033057,Jack Conklin,OL,2022,79
00-0033057,Jack Conklin,OL,2023,80
00-0034270,Tyler Conklin,TE,2018,68
00-0034270,Tyler Conklin,TE,2019,68
00-0034270,Tyler Conklin,TE,2020,64
00-0034270,Tyler Conklin,TE,2021,77
00-0034270,Tyler Conklin,TE,2022,78
00-0034270,Tyler Conklin,TE,2023,78
00-0032128,Chris Conley,WR,2016,70
00-0032128,Chris Conley,WR,2017,76
00-0032128,Chris Conley,WR,2018,76
00-0032128,Chris Conley,WR,2019,75
00-0032128,Chris Conley,WR,2020,76
00-0032128,Chris Conley,WR,2021,73
00-0032128,Chris Conley,WR,2022,73
00-0032128,Chris Conley,WR,2023,68
00-0033882,Gareon Conley,DB,2017,75
00-0033882,Gareon Conley,DB,2018,77
00-0033882,Gareon Conley,DB,2019,79
00-0033882,Gareon Conley,DB,2020,76
00-0035533,Ryan Connelly,LB,2019,65
00-0035533,Ryan Connelly,LB,2020,66
00-0035533,Ryan Connelly,LB,2021,68
00-0035533,Ryan Connelly,LB,2022,67
00-0035533,Ryan Connelly,LB,2023,65
00-0038982,Chamarri Conner,DB,2023,69
00-0033553,James Conner,RB,2017,71
00-0033553,James Conner,RB,2018,73
00-0033553,James Conner,RB,2019,83
00-0033553,James Conner,RB,2020,81
00-0033553,James Conner,RB,2021,83
00-0033553,James Conner,RB,2022,81
00-0033553,James Conner,RB,2023,77
00-0037265,Snoop Conner,RB,2022,66
00-0037265,Snoop Conner,RB,2023,66
00-0027831,Kavell Conner,LB,2016,73
00-0037348,Tanner Conner,TE,2023,54
00-0033766,Zach Conque,TE,2017,62
00-0035009,C.J. Conrad,TE,,
00-0028031,Chris Conte,DB,2016,76
00-0028031,Chris Conte,DB,2017,71
00-0028031,Chris Conte,DB,2018,73
00-0035515,Cody Conway,OL,,
00-0038475,Alex Cook,DB,,
00-0037193,Bryan Cook,DB,2022,70
00-0037193,Bryan Cook,DB,2023,70
00-0032893,Connor Cook,QB,2016,72
00-0032893,Connor Cook,QB,2017,69
00-0032893,Connor Cook,QB,2018,65
00-0032893,Connor Cook,QB,2019,51
00-0033893,Dalvin Cook,RB,2017,80
00-0033893,Dalvin Cook,RB,2018,85
00-0033893,Dalvin Cook,RB,2019,85
00-0033893,Dalvin Cook,RB,2020,91
00-0033893,Dalvin Cook,RB,2021,95
00-0033893,Dalvin Cook,RB,2022,94
00-0037480,Dylan Cook,OL,,
00-0037248,James Cook,RB,2022,75
00-0037248,James Cook,RB,2023,75
00-0027061,Jared Cook,TE,2016,80
00-0027061,Jared Cook,TE,2017,85
00-0027061,Jared Cook,TE,2018,85
00-0027061,Jared Cook,TE,2019,87
00-0027061,Jared Cook,TE,2020,87
00-0027061,Jared Cook,TE,2021,82
00-0031992,Kenny Cook,WR,,
00-0035729,Rishard Cook,OL,,
00-0033683,Tim Cook,RB,,
00-0031236,Brandin Cooks,WR,2016,83
00-0031236,Brandin Cooks,WR,2017,86
00-0031236,Brandin Cooks,WR,2018,87
00-0031236,Brandin Cooks,WR,2019,87
00-0031236,Brandin Cooks,WR,2020,85
00-0031236,Brandin Cooks,WR,2021,87
00-0031236,Brandin Cooks,WR,2022,87
00-0031236,Brandin Cooks,WR,2023,83
00-0038667,Elijah Cooks,WR,,
00-0035812,Case Cookus,QB,,
00-0031544,Amari Cooper,WR,2016,83
00-0031544,Amari Cooper,WR,2017,87
00-0031544,Amari Cooper,WR,2018,86
00-0031544,Amari Cooper,WR,2019,89
00-0031544,Amari Cooper,WR,2020,93
00-0031544,Amari Cooper,WR,2021,91
00-0031544,Amari Cooper,WR,2022,90
00-0031544,Amari Cooper,WR,2023,91
00-0034085,Chris Cooper,DB,2019,59
00-0034085,Chris Cooper,DB,2020,60
00-0034085,Chris Cooper,DB,2022,59
00-0039850,Edgerrin Cooper,LB,,
00-0033279,Ethan Cooper,OL,2017,62
00-0033279,Ethan Cooper,OL,2018,64
00-0032427,Fahn Cooper,OL,2016,66
00-0032427,Fahn Cooper,OL,2017,64
00-0030590,Jonathan Cooper,OL,2016,76
00-0030590,Jonathan Cooper,OL,2017,77
00-0030590,Jonathan Cooper,OL,2018,72
00-0036952,Jonathon Cooper,LB,2021,67
00-0036952,Jonathon Cooper,LB,2022,68
00-0036952,Jonathon Cooper,LB,2023,72
00-0030127,Marcus Cooper,DB,2016,71
00-0030127,Marcus Cooper,DB,2017,73
00-0030127,Marcus Cooper,DB,2018,73
00-0030127,Marcus Cooper,DB,2019,67
00-0033111,Pharoh Cooper,WR,2016,63
00-0033111,Pharoh Cooper,WR,2017,64
00-0033111,Pharoh Cooper,WR,2018,65
00-0033111,Pharoh Cooper,WR,2019,64
00-0033111,Pharoh Cooper,WR,2020,66
00-0033111,Pharoh Cooper,WR,2021,65
00-0027758,Riley Cooper,WR,,
00-0039245,Ryan Cooper Jr.,DB,,
00-0032061,Xavier Cooper,DL,2016,62
00-0032061,Xavier Cooper,DL,2017,70
00-0032061,Xavier Cooper,DL,2018,71
00-0030010,Brandon Copeland,LB,2016,64
00-0030010,Brandon Copeland,LB,2017,66
00-0030010,Brandon Copeland,LB,2018,71
00-0030010,Brandon Copeland,LB,2019,72
00-0030010,Brandon Copeland,LB,2020,72
00-0030010,Brandon Copeland,LB,2021,68
00-0038843,Jacob Copeland,WR,,
00-0035607,Marquise Copeland,DL,2020,61
00-0035607,Marquise Copeland,DL,2021,62
00-0035607,Marquise Copeland,DL,2022,61
00-0035607,Marquise Copeland,DL,2023,68
00-0034261,Austin Corbett,OL,2018,74
00-0034261,Austin Corbett,OL,2019,70
00-0034261,Austin Corbett,OL,2020,64
00-0034261,Austin Corbett,OL,2021,76
00-0034261,Austin Corbett,OL,2022,76
00-0034261,Austin Corbett,OL,2023,80
00-0037410,Jashaun Corbin,RB,2022,66
00-0032795,Cody Core,WR,2016,65
00-0032795,Cody Core,WR,2017,68
00-0032795,Cody Core,WR,2018,69
00-0032795,Cody Core,WR,2019,69
00-0032795,Cody Core,WR,2020,68
00-0032795,Cody Core,WR,2022,67
00-0037370,Yusuf Corker,DB,2022,63
00-0037370,Yusuf Corker,DB,2023,63
00-0039920,Malachi Corley,WR,,
00-0036444,Jashon Cornell,DL,2020,60
00-0036444,Jashon Cornell,DL,2021,61
00-0036444,Jashon Cornell,DL,2022,60
00-0038132,Matt Corral,QB,2022,68
00-0038132,Matt Corral,QB,2023,64
00-0032386,Kamalei Correa,LB,2016,72
00-0032386,Kamalei Correa,LB,2017,71
00-0032386,Kamalei Correa,LB,2018,69
00-0032386,Kamalei Correa,LB,2019,71
00-0032386,Kamalei Correa,LB,2020,74
00-0039738,Blake Corum,RB,,
00-0037505,Bryce Cosby,DB,,
00-0036618,Samuel Cosmi,OL,2021,71
00-0036618,Samuel Cosmi,OL,2022,73
00-0036618,Samuel Cosmi,OL,2023,75
00-0036618,Sam Cosmi,OL,2021,71
00-0036618,Sam Cosmi,OL,2022,73
00-0036618,Sam Cosmi,OL,2023,75
00-0035822,Doug Costin,DL,,
00-0038651,Chase Cota,WR,,
00-0022811,Jerricho Cotchery,WR,,
00-0034209,Curtis Cothran,DL,2019,57
00-0032095,Brandon Cottom,TE,,
00-0034906,Eric Cotton,DL,,
00-0035901,Jeff Cotton,WR,2023,63
00-0035117,Lester Cotton,OL,2023,65
00-0035835,Nathan Cottrell,RB,2022,62
00-0039469,Te'Cory Couch,DB,,
00-0036402,Carter Coughlin,LB,2020,64
00-0036402,Carter Coughlin,LB,2021,62
00-0036402,Carter Coughlin,LB,2022,62
00-0036402,Carter Coughlin,LB,2023,62
00-0029650,Edawn Coughman,OL,,
00-0036308,Isaiah Coulter,WR,2020,66
00-0036308,Isaiah Coulter,WR,2022,66
00-0036308,Isaiah Coulter,WR,2023,66
00-0032793,Blake Countess,DB,2016,67
00-0032793,Blake Countess,DB,2017,65
00-0032793,Blake Countess,DB,2018,69
00-0032793,Blake Countess,DB,2019,67
00-0029604,Kirk Cousins,QB,2016,83
00-0029604,Kirk Cousins,QB,2017,85
00-0029604,Kirk Cousins,QB,2018,82
00-0029604,Kirk Cousins,QB,2019,81
00-0029604,Kirk Cousins,QB,2020,82
00-0029604,Kirk Cousins,QB,2021,81
00-0029604,Kirk Cousins,QB,2022,80
00-0029604,Kirk Cousins,QB,2023,84
00-0034366,Keke Coutee,WR,2018,72
00-0034366,Keke Coutee,WR,2019,73
00-0034366,Keke Coutee,WR,2020,73
00-0034366,Keke Coutee,WR,2022,74
00-0034366,Keke Coutee,WR,2023,71
00-0037132,Britain Covey,WR,2023,63
00-0031619,Christian Covington,DL,2016,66
00-0031619,Christian Covington,DL,2017,70
00-0031619,Christian Covington,DL,2018,75
00-0031619,Christian Covington,DL,2019,73
00-0031619,Christian Covington,DL,2020,71
00-0031619,Christian Covington,DL,2021,71
00-0031619,Christian Covington,DL,2022,71
00-0031619,Christian Covington,DL,2023,69
00-0034410,Chris Covington,LB,2018,66
00-0034410,Chris Covington,LB,2019,62
00-0033631,Rashaad Coward,OL,2018,66
00-0033631,Rashaad Coward,OL,2019,55
00-0033631,Rashaad Coward,OL,2020,59
00-0035278,Byron Cowart,DL,2019,63
00-0035278,Byron Cowart,DL,2020,63
00-0035278,Byron Cowart,DL,2021,67
00-0035278,Byron Cowart,DL,2022,63
00-0035278,Byron Cowart,DL,2023,65
00-0039365,Jacob Cowing,WR,,
00-0032929,James Cowser,LB,2016,61
00-0032929,James Cowser,LB,2017,59
00-0032929,James Cowser,LB,2018,71
00-0032929,James Cowser,LB,2019,68
00-0038463,Brenton Cox Jr.,DL,2023,61
00-0033408,Bryan Cox,DL,2017,64
00-0033408,Bryan Cox,DL,2018,69
00-0033408,Bryan Cox,DL,2019,63
00-0033408,Bryan Cox,DL,2020,66
00-0033408,Bryan Cox,DL,2021,65
00-0033408,Bryan Cox,DL,2022,64
00-0035310,Chandler Cox,RB,2019,64
00-0035310,Chandler Cox,RB,2020,65
00-0033339,Demetrious Cox,DB,2018,66
00-0033339,Demetrious Cox,DB,2019,63
00-0029653,Fletcher Cox,DL,2016,93
00-0029653,Fletcher Cox,DL,2017,91
00-0029653,Fletcher Cox,DL,2018,93
00-0029653,Fletcher Cox,DL,2019,96
00-0029653,Fletcher Cox,DL,2020,96
00-0029653,Fletcher Cox,DL,2021,89
00-0029653,Fletcher Cox,DL,2022,88
00-0029653,Fletcher Cox,DL,2023,81
00-0036882,Jabril Cox,LB,2021,67
00-0036882,Jabril Cox,LB,2022,67
00-0036882,Jabril Cox,LB,2023,67
00-0035427,Jeremy Cox,RB,,
00-0027737,Perrish Cox,DB,2016,78
00-0034625,Anthony Coyle,OL,,
00-0030770,Brock Coyle,LB,2016,66
00-0030770,Brock Coyle,LB,2017,68
00-0030770,Brock Coyle,LB,2018,65
00-0036764,Tyler Coyle,DB,2022,62
00-0036764,Tyler Coyle,DB,2023,62
00-0026986,Michael Crabtree,WR,2016,83
00-0026986,Michael Crabtree,WR,2017,85
00-0026986,Michael Crabtree,WR,2018,84
00-0034542,Zachary Crabtree,OL,2018,62
00-0034054,River Cracraft,WR,2019,66
00-0034054,River Cracraft,WR,2022,65
00-0034054,River Cracraft,WR,2023,68
00-0033726,Winston Craig,DL,,
00-0032767,Su'a Cravens,DB,2016,74
00-0032767,Su'a Cravens,DB,2017,80
00-0032767,Su'a Cravens,DB,2018,76
00-0032767,Su'a Cravens,DB,2019,70
00-0036191,Aaron Crawford,DL,,
00-0034049,Antonio Crawford,DB,,
00-0029627,Jack Crawford,DL,2016,64
00-0029627,Jack Crawford,DL,2017,69
00-0029627,Jack Crawford,DL,2018,71
00-0029627,Jack Crawford,DL,2019,70
00-0029627,Jack Crawford,DL,2020,72
00-0029627,Jack Crawford,DL,2021,69
00-0034881,James Crawford,LB,2019,61
00-0034881,James Crawford,LB,2020,66
00-0028996,Richard Crawford,DB,,
00-0029641,Tyrone Crawford,DL,2016,80
00-0029641,Tyrone Crawford,DL,2017,77
00-0029641,Tyrone Crawford,DL,2018,80
00-0029641,Tyrone Crawford,DL,2019,79
00-0029641,Tyrone Crawford,DL,2020,78
00-0035293,Xavier Crawford,DB,2019,64
00-0035293,Xavier Crawford,DB,2020,64
00-0035293,Xavier Crawford,DB,2021,65
00-0035293,Xavier Crawford,DB,2022,65
00-0032875,Ken Crawley,DB,2017,71
00-0032875,Ken Crawley,DB,2018,82
00-0032875,Ken Crawley,DB,2019,75
00-0032875,Ken Crawley,DB,2020,72
00-0032875,Ken Crawley,DB,2021,69
00-0034182,Randin Crecelius,OL,,
00-0031283,Scott Crichton,DL,2016,71
00-0029417,Jared Crick,DL,2016,70
00-0029417,Jared Crick,DL,2017,71
00-0036738,Harry Crider,OL,,
00-0031701,Rob Crisp,OL,,
00-0035448,Damarea Crockett,RB,2022,59
00-0033353,Montay Crockett,WR,2018,60
00-0031826,John Crockett,RB,2016,67
00-0034819,Josh Crockett,WR,,
00-0024234,Antonio Cromartie,DB,,
00-0030317,Marcus Cromartie,DB,2016,65
00-0030317,Marcus Cromartie,DB,2017,64
00-0036785,Coy Cronk,OL,2023,58
00-0033627,Jason Croom,TE,2017,66
00-0033627,Jason Croom,TE,2018,67
00-0033627,Jason Croom,TE,2019,73
00-0033627,Jason Croom,TE,2020,68
00-0033627,Jason Croom,TE,2021,64
00-0038740,Jalen Moreno-Cropper,WR,2023,68
00-0034973,Maxx Crosby,DL,2019,67
00-0034973,Maxx Crosby,DL,2020,77
00-0034973,Maxx Crosby,DL,2021,88
00-0034973,Maxx Crosby,DL,2022,87
00-0034973,Maxx Crosby,DL,2023,94
00-0034390,Tyrell Crosby,OL,2018,68
00-0034390,Tyrell Crosby,OL,2019,66
00-0034390,Tyrell Crosby,OL,2020,66
00-0037821,Charles Cross,OL,2022,73
00-0037821,Charles Cross,OL,2023,77
00-0037616,Nick Cross,DB,2022,69
00-0037616,Nick Cross,DB,2023,71
00-0032745,Alan Cross,TE,2016,62
00-0032745,Alan Cross,TE,2018,59
00-0034435,Keion Crossen,DB,2018,69
00-0034435,Keion Crossen,DB,2019,68
00-0034435,Keion Crossen,DB,2020,69
00-0034435,Keion Crossen,DB,2021,72
00-0034435,Keion Crossen,DB,2022,72
00-0034435,Keion Crossen,DB,2023,71
00-0033383,Cole Croston,OL,2018,66
00-0036167,Tae Crowder,LB,2020,61
00-0036167,Tae Crowder,LB,2021,67
00-0036167,Tae Crowder,LB,2022,69
00-0031941,Jamison Crowder,WR,2016,74
00-0031941,Jamison Crowder,WR,2017,82
00-0031941,Jamison Crowder,WR,2018,84
00-0031941,Jamison Crowder,WR,2019,79
00-0031941,Jamison Crowder,WR,2020,80
00-0031941,Jamison Crowder,WR,2021,78
00-0031941,Jamison Crowder,WR,2022,80
00-0031941,Jamison Crowder,WR,2023,75
00-0030656,Isaiah Crowell,RB,2016,76
00-0030656,Isaiah Crowell,RB,2017,82
00-0030656,Isaiah Crowell,RB,2018,79
00-0030656,Isaiah Crowell,RB,2019,79
00-0033601,Lucas Crowley,OL,,
00-0034947,Ryan Crozier,OL,,
00-0034389,Dane Cruikshank,DB,2018,70
00-0034389,Dane Cruikshank,DB,2019,66
00-0034389,Dane Cruikshank,DB,2020,69
00-0034389,Dane Cruikshank,DB,2021,69
00-0034389,Dane Cruikshank,DB,2022,69
00-0039568,Frank Crum,OL,,
00-0031730,Eric Crume,DL,,
00-0039402,Jaden Crumedy,DL,,
00-0027265,Victor Cruz,WR,2016,81
00-0027265,Victor Cruz,WR,2017,77
00-0027248,Jermelle Cudjo,DL,,
00-0032033,Yannik Cudjoe-Virgil,LB,,
00-0033696,Sean Culkin,TE,2018,68
00-0033696,Sean Culkin,TE,2019,67
00-0028018,Chris Culliver,DB,,
00-0039754,Devin Culp,TE,,
00-0027321,Jeff Cumberland,TE,2016,72
00-0027321,Jeff Cumberland,TE,2017,72
00-0029795,Benny Cunningham,RB,2016,74
00-0029795,Benny Cunningham,RB,2017,74
00-0029795,Benny Cunningham,RB,2018,70
00-0029795,Benny Cunningham,RB,2019,67
00-0031462,Jerome Cunningham,TE,2016,66
00-0031462,Jerome Cunningham,TE,2017,66
00-0031462,Jerome Cunningham,TE,2019,65
00-0034687,Korey Cunningham,OL,2018,64
00-0034687,Korey Cunningham,OL,2019,55
00-0034687,Korey Cunningham,OL,2020,56
00-0034687,Korey Cunningham,OL,2021,56
00-0034687,Korey Cunningham,OL,2022,55
00-0034687,Korey Cunningham,OL,2023,55
00-0038911,Malik Cunningham,WR,,
00-0037452,Myron Cunningham,OL,,
00-0033547,Zach Cunningham,LB,2017,71
00-0033547,Zach Cunningham,LB,2018,79
00-0033547,Zach Cunningham,LB,2019,76
00-0033547,Zach Cunningham,LB,2020,75
00-0033547,Zach Cunningham,LB,2021,77
00-0033547,Zach Cunningham,LB,2022,78
00-0039316,Baylor Cupp,TE,,
00-0036795,Jake Curhan,OL,2021,58
00-0036795,Jake Curhan,OL,2022,57
00-0036795,Jake Curhan,OL,2023,60
00-0036349,Kamren Curl,DB,2020,63
00-0036349,Kamren Curl,DB,2021,79
00-0036349,Kamren Curl,DB,2022,79
00-0036349,Kamren Curl,DB,2023,83
00-0036349,Kam Curl,DB,2020,63
00-0036349,Kam Curl,DB,2021,79
00-0036349,Kam Curl,DB,2022,79
00-0036349,Kam Curl,DB,2023,83
00-0031738,Justin Currie,LB,2019,58
00-0029412,Vinny Curry,DL,2016,79
00-0029412,Vinny Curry,DL,2017,79
00-0029412,Vinny Curry,DL,2018,83
00-0029412,Vinny Curry,DL,2019,75
00-0029412,Vinny Curry,DL,2022,74
00-0038914,McClendon Curtis,OL,,
00-0036391,Lloyd Cushenberry,OL,2020,68
00-0036391,Lloyd Cushenberry,OL,2020,68
00-0036391,Lloyd Cushenberry,OL,2021,72
00-0036391,Lloyd Cushenberry,OL,2021,72
00-0036391,Lloyd Cushenberry,OL,2022,72
00-0036391,Lloyd Cushenberry,OL,2022,72
00-0036391,Lloyd Cushenberry,OL,2023,72
00-0036391,Lloyd Cushenberry,OL,2023,72
00-0036391,Lloyd Cushenberry III,OL,2020,68
00-0036391,Lloyd Cushenberry III,OL,2020,68
00-0036391,Lloyd Cushenberry III,OL,2021,72
00-0036391,Lloyd Cushenberry III,OL,2021,72
00-0036391,Lloyd Cushenberry III,OL,2022,72
00-0036391,Lloyd Cushenberry III,OL,2022,72
00-0036391,Lloyd Cushenberry III,OL,2023,72
00-0036391,Lloyd Cushenberry III,OL,2023,72
00-0026991,Brian Cushing,LB,2016,81
00-0026991,Brian Cushing,LB,2017,78
00-0035153,Jamal Custis,WR,2019,63
00-0024226,Jay Cutler,QB,2016,80
00-0030538,Johnathan Cyprien,DB,2016,76
00-0030538,Johnathan Cyprien,DB,2017,84
00-0030538,Johnathan Cyprien,DB,2018,82
00-0038143,Marcel Dabo,DB,,
00-0036456,Dominique Dafney,TE,2021,62
00-0036456,Dominique Dafney,TE,2022,62
00-0036456,Dominique Dafney,TE,2023,62
00-0024796,Craig Dahl,DB,,
00-0032418,Joe Dahl,OL,2016,65
00-0032418,Joe Dahl,OL,2017,66
00-0032418,Joe Dahl,OL,2018,65
00-0032418,Joe Dahl,OL,2019,56
00-0032418,Joe Dahl,OL,2020,68
00-0036155,John Daka,DL,,
00-0039246,Darrian Dalcourt,OL,,
00-0035300,Dennis Daley,OL,2019,58
00-0035300,Dennis Daley,OL,2020,66
00-0035300,Dennis Daley,OL,2021,66
00-0035300,Dennis Daley,OL,2022,65
00-0035300,Dennis Daley,OL,2023,64
00-0037649,Tae Daley,DB,,
00-0036425,DeeJay Dallas,RB,2020,64
00-0036425,DeeJay Dallas,RB,2021,66
00-0036425,DeeJay Dallas,RB,2022,66
00-0036425,DeeJay Dallas,RB,2023,68
00-0036957,Drew Dalman,OL,2021,62
00-0036957,Drew Dalman,OL,2022,62
00-0036957,Drew Dalman,OL,2023,73
00-0027973,Andy Dalton,QB,2016,87
00-0027973,Andy Dalton,QB,2017,84
00-0027973,Andy Dalton,QB,2018,77
00-0027973,Andy Dalton,QB,2019,80
00-0027973,Andy Dalton,QB,2020,72
00-0027973,Andy Dalton,QB,2021,71
00-0027973,Andy Dalton,QB,2022,70
00-0027973,Andy Dalton,QB,2023,72
00-0035179,Jalen Dalton,DL,,
00-0030023,Jordan Dangerfield,DB,2017,70
00-0030023,Jordan Dangerfield,DB,2018,71
00-0030023,Jordan Dangerfield,DB,2019,67
00-0030023,Jordan Dangerfield,DB,2020,67
00-0036579,D.J. Daniel,DB,,
00-0031878,Robertson Daniel,DB,2017,61
00-0026544,Chase Daniel,QB,2016,71
00-0026544,Chase Daniel,QB,2017,70
00-0026544,Chase Daniel,QB,2018,67
00-0026544,Chase Daniel,QB,2019,63
00-0026544,Chase Daniel,QB,2020,63
00-0026544,Chase Daniel,QB,2021,60
00-0026544,Chase Daniel,QB,2022,61
00-0039010,Braeden Daniels,OL,2023,68
00-0030120,B.J. Daniels,WR,2017,58
00-0033258,Darrell Daniels,TE,2018,69
00-0033258,Darrell Daniels,TE,2019,68
00-0033258,Darrell Daniels,TE,2020,62
00-0033258,Darrell Daniels,TE,2021,64
00-0033258,Darrell Daniels,TE,2022,64
00-0035802,Darrion Daniels,DL,,
00-0034347,James Daniels,OL,2018,74
00-0034347,James Daniels,OL,2019,77
00-0034347,James Daniels,OL,2020,78
00-0034347,James Daniels,OL,2021,79
00-0034347,James Daniels,OL,2022,78
00-0034347,James Daniels,OL,2023,80
00-0039910,Jayden Daniels,QB,2016,57
00-0035469,Kahzin Daniels,LB,2020,60
00-0033384,LeShun Daniels,RB,,
00-0028871,Matt Daniels,DB,,
00-0029284,Mike Daniels,DL,2016,92
00-0029284,Mike Daniels,DL,2017,87
00-0029284,Mike Daniels,DL,2018,91
00-0029284,Mike Daniels,DL,2019,87
00-0024313,Owen Daniels,TE,,
00-0032802,Steven Daniels,LB,2016,61
00-0039264,Anim Dankwah,OL,,
00-0036378,Michael Danna,DL,2020,64
00-0022927,Karlos Dansby,LB,2016,83
00-0022927,Karlos Dansby,LB,2017,76
00-0036330,Cameron Dantzler,DB,2020,66
00-0036330,Cameron Dantzler,DB,2021,73
00-0036330,Cameron Dantzler,DB,2022,74
00-0036330,Cameron Dantzler,DB,2023,71
00-0033937,Amara Darboh,WR,2017,74
00-0033937,Amara Darboh,WR,2018,71
00-0033937,Amara Darboh,WR,2020,67
00-0030916,Alden Darby,DB,,
00-0036951,Frank Darby,WR,2021,64
00-0036951,Frank Darby,WR,2022,64
00-0036951,Frank Darby,WR,2023,64
00-0032195,Ronald Darby,DB,2016,83
00-0032195,Ronald Darby,DB,2017,79
00-0032195,Ronald Darby,DB,2018,86
00-0032195,Ronald Darby,DB,2019,82
00-0032195,Ronald Darby,DB,2020,79
00-0032195,Ronald Darby,DB,2021,78
00-0032195,Ronald Darby,DB,2022,78
00-0036877,Jaelon Darden,WR,2021,66
00-0036877,Jaelon Darden,WR,2022,71
00-0036877,Jaelon Darden,WR,2023,69
00-0027941,Marcell Dareus,DL,2016,88
00-0027941,Marcell Dareus,DL,2017,85
00-0027941,Marcell Dareus,DL,2018,84
00-0027941,Marcell Dareus,DL,2019,80
00-0038652,Isaac Darkangelo,LB,,
00-0030860,Orleans Darkwa,RB,2016,73
00-0030860,Orleans Darkwa,RB,2017,74
00-0034869,Sam Darnold,QB,2018,75
00-0034869,Sam Darnold,QB,2019,74
00-0034869,Sam Darnold,QB,2020,73
00-0034869,Sam Darnold,QB,2021,71
00-0034869,Sam Darnold,QB,2022,71
00-0034869,Sam Darnold,QB,2023,71
00-0036616,Christian Darrisaw,OL,2021,74
00-0036616,Christian Darrisaw,OL,2022,74
00-0036616,Christian Darrisaw,OL,2023,85
00-0033560,Julie'n Davenport,OL,2017,70
00-0033560,Julie'n Davenport,OL,2017,70
00-0033560,Julie'n Davenport,OL,2018,66
00-0033560,Julie'n Davenport,OL,2018,66
00-0033560,Julie'n Davenport,OL,2019,62
00-0033560,Julie'n Davenport,OL,2019,62
00-0033560,Julie'n Davenport,OL,2020,63
00-0033560,Julie'n Davenport,OL,2020,63
00-0033560,Julie'n Davenport,OL,2021,63
00-0033560,Julie'n Davenport,OL,2021,63
00-0033560,Julie'n Davenport,OL,2022,62
00-0033560,Julie'n Davenport,OL,2022,62
00-0033560,Julien Davenport,OL,2017,70
00-0033560,Julien Davenport,OL,2017,70
00-0033560,Julien Davenport,OL,2018,66
00-0033560,Julien Davenport,OL,2018,66
00-0033560,Julien Davenport,OL,2019,62
00-0033560,Julien Davenport,OL,2019,62
00-0033560,Julien Davenport,OL,2020,63
00-0033560,Julien Davenport,OL,2020,63
00-0033560,Julien Davenport,OL,2021,63
00-0033560,Julien Davenport,OL,2021,63
00-0033560,Julien Davenport,OL,2022,62
00-0033560,Julien Davenport,OL,2022,62
00-0034344,Marcus Davenport,DL,2018,75
00-0034344,Marcus Davenport,DL,2019,72
00-0034344,Marcus Davenport,DL,2020,77
00-0034344,Marcus Davenport,DL,2021,81
00-0034344,Marcus Davenport,DL,2022,82
00-0034344,Marcus Davenport,DL,2023,76
00-0029562,Lavonte David,LB,2016,86
00-0029562,Lavonte David,LB,2017,84
00-0029562,Lavonte David,LB,2018,95
00-0029562,Lavonte David,LB,2019,90
00-0029562,Lavonte David,LB,2020,90
00-0029562,Lavonte David,LB,2021,91
00-0029562,Lavonte David,LB,2022,92
00-0029562,Lavonte David,LB,2023,91
00-0037260,D.J. Davidson,DL,2022,66
00-0037260,D.J. Davidson,DL,2022,66
00-0037260,D.J. Davidson,DL,2023,63
00-0037260,D.J. Davidson,DL,2023,63
00-0037260,DJ Davidson,DL,2022,66
00-0037260,DJ Davidson,DL,2022,66
00-0037260,DJ Davidson,DL,2023,63
00-0037260,DJ Davidson,DL,2023,63
00-0036291,Marlon Davidson,DL,2020,71
00-0036291,Marlon Davidson,DL,2021,69
00-0036291,Marlon Davidson,DL,2022,68
00-0036291,Marlon Davidson,DL,2023,69
00-0036640,Zach Davidson,TE,2022,61
00-0036640,Zach Davidson,TE,2023,61
00-0030644,Akeem Davis,DB,,
00-0038960,L.J. Davis,DB,,
00-0038960,LJ Davis,DB,,
00-0031635,Andre Davis,WR,,
00-0027863,Anthony Davis,OL,2016,78
00-0036329,Ashtyn Davis,DB,2020,71
00-0036329,Ashtyn Davis,DB,2021,75
00-0036329,Ashtyn Davis,DB,2022,74
00-0036329,Ashtyn Davis,DB,2023,74
00-0028957,Austin Davis,QB,2016,69
00-0028957,Austin Davis,QB,2017,68
00-0028957,Austin Davis,QB,2018,64
00-0034178,Austin Davis,OL,,
00-0031938,Carl Davis,DL,2016,66
