"player_id","full_name","first_name","last_name","position"
"00-0034653","Deontay Burnett","Deontay","Burnett","WR"
"00-0027676","Morgan Burnett","Morgan","Burnett","S"
"00-0038617","Amari Burney","Amari","Burney","LB"
"00-0033103","Artie Burns","Artie","Burns","CB"
"00-0035713","Brian Burns","Brian","Burns","LB"
"00-0036807","Lorenzo Burns","Lorenzo","Burns","CB"
"00-0038419","Robert Burns","Robert","Burns","RB"
"00-0035143","Ben Burr-Kirven","Ben","Burr-Kirven","LB"
"00-0032403","Juston Burris","Juston","Burris","FS"
"00-0036442","Joe Burrow","Joseph","Burrow","QB"
"00-0030671","Isaiah Burse","Isaiah","Burse","WR"
"00-0036088","Jake Burt","Jake","Burt","TE"
"00-0033222","Deante Burton","Deante","Burton","DB"
"00-0039810","Jermaine Burton","Jermaine","Burton","WR"
"00-0030710","Trey Burton","Lawrence","Burton","TE"
"00-0031595","Michael Burton","Michael","Burton","FB"
"00-0032078","Tyreek Burwell","Tyreek","Burwell","OT"
"00-0032774","Deon Bush","Deon","Bush","SAF"
"00-0035525","Devin Bush","Devin","Bush","LB"
"00-0029143","Josh Bush","Joshua","Bush","FS"
"00-0027195","Rafael Bush","Rafael","Bush","DB"
"00-0024217","Reggie Bush","Reginald","Bush","RB"
"00-0036519","Matt Bushman","Matt","Bushman","TE"
"00-0025512","Jermon Bushrod","Jermon","Bushrod","OT"
"00-0036541","Rico Bussey","Rico","Bussey","WR"
"00-0033303","Harrison Butker","Harrison","Butker","K"
"00-0033381","Adam Butler","Adam","Butler","DT"
"00-0028952","Drew Butler","Andrew","Butler","P"
"00-0030516","Brice Butler","Brice","Butler","WR"
"00-0027763","Crezdon Butler","Crezdon","Butler","CB"
"00-0037503","Darien Butler","Darien","Butler","LB"
"00-0027017","Darius Butler","Darius","Butler","FS"
"00-0027682","Donald Butler","Donald","Butler","OLB"
"00-0034943","Emmanuel Butler","Emmanuel","Butler","WR"
"00-0035529","Hakeem Butler","Hakeem","Butler","TE"
"00-0034870","James Butler","James","Butler","RB"
"00-0030691","Jeremy Butler","Jeremy","Butler","WR"
"00-0038348","Josh Butler","Josh","Butler","CB"
"00-0031218","Malcolm Butler","Malcolm","Butler","CB"
"00-0028662","Mario Butler","Mario","Butler","CB"
"00-0037280","Matthew Butler","Matthew","Butler","DT"
"00-0034313","Paul Butler","Paul","Butler","TE"
"00-0038100","Percy Butler","Percy","Butler","SAF"
"00-0032967","Vernon Butler","Vernon","Butler","DT"
"00-0033564","Jake Butt","Jonathan","Butt","TE"
"00-0033132","Kevin Byard","Kevin","Byard","FS"
"00-0030125","Carter Bykowski","Carter","Bykowski","OT"
"00-0031119","Carrington Byndom","Carrington","Byndom","DB"
"00-0028278","Josh Bynes","Joshua","Bynes","ILB"
"00-0036629","Camryn Bynum","Camryn","Bynum","SAF"
"00-0038860","Terrell Bynum","Terrell","Bynum","WR"
"00-0031868","Damiere Byrd","Damiere","Byrd","WR"
"00-0033514","Emanuel Byrd","Emanuel","Byrd","TE"
"00-0038785","Henry Byrd","Henry","Byrd","G"
"00-0027018","Jairus Byrd","Jairus","Byrd","DB"
"00-0029343","LaRon Byrd","LaRon","Byrd","WR"
"00-0039427","Solomon Byrd","Solomon","Byrd","DE"
"00-0034171","Jason Cabinda","Jason","Cabinda","FB"
"00-0035930","Cohl Cabral","Cohl","Cabral","C"
"00-0029205","Travaris Cadet","Travaris","Cadet","RB"
"00-0032345","Isiah Cage","Isiah","Cage","OT"
"00-0036145","Lawrence Cager","Lawrence","Cager","TE"
"00-0034406","Deon Cain","Deon","Cain","WR"
"00-0032716","Devon Cajuste","Devon","Cajuste","TE"
"00-0035252","Yodny Cajuste","Yodny","Cajuste","OT"
"00-0036435","Raymond Calais","Raymond","Calais","RB"
"00-0037086","Grant Calcaterra","Grant","Calcaterra","TE"
"00-0026237","Andre Caldwell","Andre","Caldwell","WR"
"00-0032978","Trey Caldwell","Clarence","Caldwell","DB"
"00-0035336","Shaq Calhoun","Deion","Calhoun","G"
"00-0035336","Deion Calhoun","Deion","Calhoun","G"
"00-0033122","Shilique Calhoun","Shilique","Calhoun","DE"
"00-0032663","Taveze Calhoun","Taveze","Calhoun","CB"
"00-0037207","Mike Caliendo","Mike","Caliendo","G"
"00-0033452","Austin Calitro","Austin","Calitro","ILB"
"00-0031904","Bryce Callahan","Bryce","Callahan","CB"
"00-0032630","Joe Callahan","Francis","Callahan","QB"
"00-0034772","Antonio Callaway","Antonio","Callaway","WR"
"00-0036219","Marquez Callaway","Marquez","Callaway","WR"
"00-0033351","Johnathan Calvin","Johnathan","Calvin","DT"
"00-0038042","Jake Camarda","Jack","Camarda","P"
"00-0028040","Jordan Cameron","Jordan","Cameron","TE"
"00-0036858","Jalen Camp","Jalen","Camp","WR"
"00-0031025","Michael Campanaro","Michael","Campanaro","WR"
"00-0026190","Calais Campbell","Calais","Campbell","DE"
"00-0037312","Chance Campbell","Chance","Campbell","LB"
"00-0034685","Chris Campbell","Christian","Campbell","DB"
"00-0032401","De'Vondre Campbell","De'Vondre","Campbell","OLB"
"00-0034248","Elijah Campbell","Elijah","Campbell","DB"
"00-0032198","Ibraheim Campbell","Ibraheim","Campbell","DB"
"00-0039018","Jack Campbell","Jack","Campbell","LB"
"00-0035639","Parris Campbell","Parris","Campbell","WR"
"00-0034903","Tevaughn Campbell","Tevaughn","Campbell","DB"
"00-0036974","Tyson Campbell","Tyson","Campbell","CB"
"00-0030099","William Campbell","William","Campbell","DT"
"00-0034550","Jake Campos","Jake","Campos","OT"
"00-0032486","Kameron Canaday","Kameron","Canaday","LS"
"00-0032438","Maurice Canady","Maurice","Canady","CB"
"00-0032255","A.J. Cann","Aaron","Cann","G"
"00-0037015","Sal Cannella","Sal","Cannella","TE"
"00-0033309","KD Cannon","Ka'Darius","Cannon","WR"
"00-0028076","Marcus Cannon","Marcus","Cannon","OT"
"00-0034164","Trenton Cannon","Trenton","Cannon","RB"
"00-0034409","Dylan Cantrell","Dylan","Cantrell","WR"
"00-0023566","Chris Canty","Christopher","Canty","DE"
"00-0031982","Cap Capi","Nordly","Capi","DE"
"00-0034678","Alex Cappa","Alexander","Cappa","G"
"00-0036784","Jacob Capra","Jacob","Capra","G"
"00-0029287","Tank Carder","Ricky","Carder","ILB"
"00-0032228","Joe Cardona","Joseph","Cardona","LS"
"00-0027124","Don Carey","Don","Carey","DB"
"00-0031057","Ka'Deem Carey","Ka'Deem","Carey","RB"
"00-0039377","Jaylon Carlies","Jaylon","Carlies","LB"
"00-0033168","Zamir Carlis","Zamir","Carlis","DT"
"00-0035008","Jake Carlock","Jake","Carlock","LB"
"00-0038402","Anders Carlson","Anders","Carlson","K"
"00-0034161","Daniel Carlson","Daniel","Carlson","K"
"00-0035039","Stephen Carlson","Stephen","Carlson","TE"
"00-0036865","Jackson Carman","Jackson","Carman","G"
"00-0035324","Malik Carney","Malik","Carney","LB"
"00-0037346","Owen Carney","Owen","Carney","OLB"
"00-0026003","Dan Carpenter","Daniel","Carpenter","K"
"00-0027963","James Carpenter","James","Carpenter","G"
"00-0037090","Tariq Carpenter","Tariq","Carpenter","SAF"
"00-0033382","Austin Carr","Austin","Carr","WR"
"00-0026280","Brandon Carr","Brandon","Carr","CB"
"00-0031280","Derek Carr","Derek","Carr","QB"
"00-0029898","Deveron Carr","Deveron","Carr","DB"
"00-0036054","Patrick Carr","Patrick","Carr","RB"
"00-0030457","Tank Carradine","Cornellius","Carradine","DE"
"00-0033794","Josh Carraway","Joshua","Carraway","LB"
"00-0030994","Ryan Carrethers","Ryan","Carrethers","NT"
"00-0031269","T.J. Carrie","Travis","Carrie","DB"
"00-0029119","Derek Carrier","Derek","Carrier","TE"
"00-0027677","Alex Carrington","Alex","Carrington","DE"
"00-0027744","Nolan Carroll","Nolan","Carroll","CB"
"00-0033060","Leonte Carroo","Leonte","Carroo","WR"
"00-0039387","Caelen Carson","Caelen","Carson","CB"
"00-0033594","Chris Carson","Christopher","Carson","RB"
"00-0032540","Tra Carson","Latrarion","Carson","RB"
"00-0031563","Alex Carter","Alexander","Carter","CB"
"00-0038801","Andre Carter","Andre","Carter","LB"
"00-0038801","Andre Carter II","Andre","Carter","LB"
"00-0027978","Bruce Carter","Bruce","Carter","LB"
"00-0033338","Cethan Carter","Cethan","Carter","TE"
"00-0028100","Chris Carter","Christopher","Carter","LB"
"00-0033201","Cory Carter","Cory","Carter","P"
"00-0031763","DeAndre Carter","DeAndre","Carter","WR"
"00-0039873","DeWayne Carter","DeWayne","Carter","DT"
"00-0037089","Ja'Tyre Carter","Ja'Tyre","Carter","G"
"00-0038386","Jalen Carter","Jalen","Carter","DT"
"00-0033819","Jamal Carter","Jamal","Carter","LB"
"00-0034005","Jarell Carter","Jarell","Carter","DB"
"00-0034396","Jermaine Carter","Jermaine","Carter","LB"
"00-0032606","Kyle Carter","Kyle","Carter","TE"
"00-0034360","Lorenzo Carter","Lorenzo","Carter","LB"
"00-0034099","Martez Carter","Martez","Carter","RB"
"00-0036501","Michael Carter","Michael","Carter","CB"
"00-0036924","Michael Carter","Michael","Carter","RB"
"00-0036501","Michael Carter II","Michael","Carter","CB"
"00-0037632","Roger Carter","Roger","Carter","TE"
"00-0036029","Ron'Dell Carter","Ron'Dell","Carter","LB"
"00-0036147","Shyheim Carter","Shyheim","Carter","SAF"
"00-0035916","T.J. Carter","T.J.","Carter","DE"
"00-0037052","T.J. Carter","T.J.","Carter","CB"
"00-0026515","Tony Carter","Tony","Carter","DB"
"00-0036691","Tory Carter","Tory","Carter","FB"
"00-0037804","Zach Carter","Zachary","Carter","DT"
"00-0037804","Zachary Carter","Zachary","Carter","DT"
"00-0032743","Kivon Cartwright","Kivon","Cartwright","TE"
"00-0038509","Jerome Carvin","Jerome","Carvin","G"
"00-0028015","Jurrell Casey","Jurrell","Casey","DE"
"00-0032994","Jeremy Cash","Jeremy","Cash","LB"
"00-0035276","Blake Cashman","Blake","Cashman","LB"
"00-0026832","Jonathan Casillas","Jonathan","Casillas","OLB"
"00-0023662","Matt Cassel","Matthew","Cassel","QB"
"00-0031385","Sergio Castillo","Sergio","Castillo","K"
"00-0039263","McCallan Castles","McCallan","Castles","TE"
"00-0027960","Anthony Castonzo","Anthony","Castonzo","OT"
"00-0037833","Tariq Castro-Fields","Tariq","Castro-Fields","CB"
"00-0033253","Tyler Catalina","Tyler","Catalina","G"
"00-0030896","Chandler Catanzaro","Chandler","Catanzaro","K"
"00-0030109","Mike Catapano","Michael","Catapano","OLB"
"00-0035197","Rashard Causey","Rashard","Causey","DB"
"00-0025549","Brent Celek","Brent","Celek","TE"
"00-0028903","Garrett Celek","Garrett","Celek","TE"
"00-0034872","Jonathan Celestin","Jonathan","Celestin","LB"
"00-0039552","Joshua Cephus","Joshua","Cephus","WR"
"00-0036277","Quintez Cephus","Quintez","Cephus","WR"
"00-0033176","Jake Ceresna","Jake","Ceresna","DE"
"00-0034623","Andre Chachere","Andre","Chachere","DB"
"00-0036286","K'Lavon Chaisson","K'Lavon","Chaisson","LB"
"00-0035986","Tommy Champion","Tommy","Champion","OT"
"00-0027733","Kam Chancellor","Kameron","Chancellor","DB"
"00-0029400","Nate Chandler","Garland","Chandler","OT"
"00-0034496","Sean Chandler","Sean","Chandler","DB"
"00-0037276","Ty Chandler","Tykevious","Chandler","RB"
"00-0025516","Scott Chandler","William","Chandler","TE"
"00-0033473","Devin Chappell","Devin","Chappell","DB"
"00-0039165","Zach Charbonnet","Zachariah","Charbonnet","RB"
"00-0034777","D.J. Chark","Darrell","Chark","WR"
"00-0034777","DJ Chark","Darrell","Chark","WR"
"00-0037156","Irvin Charles","Irvin","Charles","WR"
"00-0026213","Jamaal Charles","Jamaal","Charles","RB"
"00-0029414","Orson Charles","Orson","Charles","TE"
"00-0036334","Saahdiq Charles","Saahdiq","Charles","OT"
"00-0030132","Stefan Charles","Stefan","Charles","DT"
"00-0036320","Joseph Charlton","Joseph","Charlton","P"
"00-0033541","Taco Charlton","Vidauntae","Charlton","DE"
"00-0036900","Ja'Marr Chase","Ja'Marr","Chase","WR"
"00-0039764","Elijah Chatman","Elijah","Chatman","DT"
"00-0037360","Davis Cheek","Davis","Cheek","QB"
"00-0032874","Joseph Cheek","Joseph","Cheek","OT"
"00-0036659","Camaron Cheeseman","Camaron","Cheeseman","LS"
"00-0028051","Chimdi Chekwa","Chimdi","Chekwa","DB"
"00-0037819","Leo Chenal","Leo","Chenal","LB"
"00-0038493","Claudin Cherelus","Claudin","Cherelus","LB"
"00-0026157","Gosder Cherilus","Gosder","Cherilus","OT"
"00-0032717","Demetrius Cherry","Demetrius","Cherry","DT"
"00-0032664","Don Cherry","Don","Cherry","LB"
"00-0035393","Anthony Chesley","Anthony","Chesley","CB"
"00-0033464","Jehu Chesson","Jehu","Chesson","WR"
"00-0024271","Chris Chester","Christopher","Chester","G"
"00-0037594","Julius Chestnut","Julius","Chestnut","RB"
"00-0032923","Terrell Chestnut","Terrell","Chestnut","CB"
"00-0031956","Anthony Chickillo","Anthony","Chickillo","LB"
"00-0036293","Jeremy Chinn","Jeremy","Chinn","SAF"
"00-0035976","Dan Chisena","Daniel","Chisena","WR"
"00-0035086","Adam Choice","Adam","Choice","RB"
"00-0032688","Robby Anderson","Robert","Chosen","WR"
"00-0032688","Robbie Chosen","Robert","Chosen","WR"
"00-0036729","Drue Chrisman","Drue","Chrisman","P"
"00-0036968","Brady Christensen","Brady","Christensen","OT"
"00-0032190","Gerald Christian","Gerald","Christian","TE"
"00-0034817","Geron Christian","Geron","Christian","OT"
"00-0032786","Marqui Christian","Marqui","Christian","DB"
"00-0035900","Cole Christiansen","Cole","Christiansen","LB"
"00-0035087","Taryn Christion","Taryn","Christion","QB"
"00-0035595","Demarcus Christmas","Demarcus","Christmas","DT"
"00-0034832","Bradley Chubb","Bradley","Chubb","OLB"
"00-0032670","Brandon Chubb","Brandon","Chubb","LB"
"00-0034791","Nick Chubb","Nicholas","Chubb","RB"
"00-0027010","Patrick Chung","Patrick","Chung","S"
"00-0034551","Jordan Chunn","Jordan","Chunn","RB"
"00-0027416","Barry Church","Barry","Church","S"
"00-0039277","Jimmy Ciarlo","Jimmy","Ciarlo","LB"
"00-0034415","Jack Cichy","John","Cichy","LB"
"00-0039704","Matthew Cindric","Matthew","Cindric","C"
"00-0037245","Lewis Cine","Lewis","Cine","SAF"
"00-0036941","Andre Cisco","Andre","Cisco","SAF"
"00-0026152","Ryan Clady","Ryan","Clady","OT"
"00-0029676","Morris Claiborne","Morris","Claiborne","CB"
"00-0034436","Will Clapp","William","Clapp","C"
"00-0036263","Cameron Clark","Cameron","Clark","OT"
"00-0033294","Chuck Clark","Charles","Clark","DB"
"00-0025900","Chris Clark","Chris","Clark","OT"
"00-0037281","Damone Clark","Damone","Clark","LB"
"00-0035756","Darion Clark","Darion","Clark","TE"
"00-0032898","Donavon Clark","Donavon","Clark","G"
"00-0032210","Frank Clark","Frank","Clark","LB"
"00-0033520","Jeremy Clark","Jeremy","Clark","CB"
"00-0038861","Jerrod Clark","Jerrod","Clark","NT"
"00-0038984","Kei'Trel Clark","Kei'Trel","Clark","CB"
"00-0033120","Kenny Clark","Kenneth","Clark","NT"
"00-0033065","Le'Raven Clark","Le'Raven","Clark","OT"
"00-0038421","Macon Clark","Macon","Clark","SAF"
"00-0033352","Michael Clark","Michael","Clark","WR"
"00-0035796","Tyler Clark","Tyler","Clark","DT"
"00-0031304","Will Clarke","William","Clarke","DE"
"00-0031764","Blaine Clausell","Blaine","Clausell","OT"
"00-0027659","Jimmy Clausen","James","Clausen","QB"
"00-0028112","Charles Clay","Charles","Clay","TE"
"00-0032115","Kaelin Clay","Kaelin","Clay","WR"
"00-0027958","Adrian Clayborn","Adrian","Clayborn","DE"
"00-0036316","Chris Claybrooks","Chris","Claybrooks","CB"
"00-0036326","Chase Claypool","Chase","Claypool","WR"
"00-0039930","Travis Clayton","Travis","Clayton","OT"
"00-0029821","Emmett Cleary","Emmett","Cleary","G"
"00-0024264","Kellen Clemens","Kellen","Clemens","QB"
"00-0033725","Corey Clement","Corey","Clement","RB"
"00-0033998","Chunky Clements","Jarrod","Clements","DT"
"00-0031572","T.J. Clemmings","Trevor","Clemmings","OT"
"00-0027115","Chris Clemons","Christian","Clemons","DB"
"00-0038107","Micheal Clemons","Micheal","Clemons","DE"
"00-0035878","Rodney Clemons","Rodney","Clemons","SAF"
"00-0030832","Asante Cleveland","Asante-Jabari","Cleveland","TE"
"00-0036977","Ben Cleveland","Benjamin","Cleveland","G"
"00-0036327","Ezra Cleveland","Ezra","Cleveland","G"
"00-0036439","Tyrie Cleveland","Tyrie","Cleveland","WR"
"00-0031616","Reshard Cliett","Reshard","Cliett","OLB"
"00-0038391","Sean Clifford","Sean","Clifford","QB"
"00-0035850","Kameron Cline","Kameron","Cline","DE"
"00-0031333","Ha Ha Clinton-Dix","Ha'Sean","Clinton-Dix","S"
"00-0031364","Jadeveon Clowney","Jadeveon","Clowney","OLB"
"00-0039705","K.J. Cloyd","K.J.","Cloyd","LB"
"00-0027917","Tyler Clutts","Tyler","Clutts","FB"
"00-0032166","Sammie Coates","Sammie","Coates","WR"
"00-0035874","Josiah Coatney","Josiah","Coatney","DT"
"00-0032133","David Cobb","David","Cobb","RB"
"00-0035879","Omari Cobb","Omari","Cobb","LB"
"00-0028002","Randall Cobb","Randall","Cobb","WR"
"00-0034068","Simmie Cobbs","Simmie","Cobbs","WR"
"00-0038985","Keondre Coburn","Keondre","Coburn","DE"
"00-0037414","Devin Cochran","Andrew","Cochran","OT"
"00-0037208","Jack Cochrane","Jack","Cochrane","LB"
"00-0031016","Ross Cockrell","Ross","Cockrell","CB"
"00-0037749","Jack Coco","Jack","Coco","LS"
"00-0039333","Brandon Codrington","Brandon","Codrington","CB"
"00-0036089","Nick Coe","Nick","Coe","OLB"
"00-0032703","Rodney Coe","Rodney","Coe","DT"
"00-0027069","Chase Coffman","Chase","Coffman","TE"
"00-0024339","Barry Cofield","Barry","Cofield","NT"
"00-0031877","Takoby Cofield","Takoby","Cofield","OT"
"00-0039512","Javion Cohen","Javion","Cohen","G"
"00-0033556","Tarik Cohen","Tarik","Cohen","RB"
"00-0039535","Andrew Coker","Andrew","Coker","OT"
"00-0039491","Jalen Coker","Jalen","Coker","WR"
"00-0033302","Adrian Colbert","Adrian","Colbert","FS"
"00-0039480","Jordan Colbert","Jordan","Colbert","SAF"
"00-0038803","C.J. Coldon","C.J.","Coldon","CB"
"00-0035190","A.J. Cole","AJ","Cole","P"
"00-0035190","AJ Cole","AJ","Cole","P"
"00-0029578","Audie Cole","Audie","Cole","MLB"
"00-0036353","Brian Cole","Brian","Cole","SAF"
"00-0033765","Dylan Cole","Dylan","Cole","LB"
"00-0033681","Keelan Cole","Keelan","Cole","WR"
"00-0034785","Mason Cole","Mason","Cole","C"
"00-0035838","Matt Cole","Matt","Cole","WR"
"00-0039425","Myles Cole","Myles","Cole","DE"
"00-0023579","Trent Cole","Trent","Cole","OLB"
"00-0034636","Amari Coleman","Amari","Coleman","CB"
"00-0030801","Brandon Coleman","Brandon","Coleman","WR"
"00-0039913","Brandon Coleman","Brandon","Coleman","OT"
"00-0032966","Corey Coleman","Corey","Coleman","WR"
"00-0038666","D.J. Coleman","DJ","Coleman","DE"
"00-0038666","DJ Coleman","DJ","Coleman","DE"
"00-0030954","Davon Coleman","Davon","Coleman","DT"
"00-0031103","Deandre Coleman","Deandre","Coleman","DT"
"00-0029068","Derrick Coleman","Derrick","Coleman","FB"
"00-0035863","Douglas Coleman III","Douglas","Coleman","DB"
"00-0031796","Justin Coleman","Justin","Coleman","CB"
"00-0039901","Keon Coleman","Keon","Coleman","WR"
"00-0027835","Kurt Coleman","Kurtis","Coleman","S"
"00-0033086","Kyle Coleman","Kyle","Coleman","LB"
"00-0036575","Larnel Coleman","Larnel","Coleman","OT"
"00-0034624","Lavon Coleman","Lavon","Coleman","RB"
"00-0033097","Shon Coleman","Shalon","Coleman","OT"
"00-0032058","Tevin Coleman","Tevin","Coleman","RB"
"00-0033453","Xavier Coleman","Xavier","Coleman","CB"
"00-0033968","Stacy Coley","Stacy","Coley","WR"
"00-0032566","Trevon Coley","Trevon","Coley","DT"
"00-0039721","Ryan Coll","Ryan","Coll","C"
"00-0038875","Jack Colletto","Jack","Colletto","FB"
"00-0039244","Chris Collier","Chris","Collier","RB"
"00-0035636","L.J. Collier","Lawrence","Collier","DE"
"00-0032426","Alex Collins","Alexander","Collins","RB"
"00-0033326","Aviante Collins","Aviante","Collins","OT"
"00-0034444","Cayson Collins","Cayson","Collins","LB"
"00-0039806","Chris Collins","Chris","Collins","LB"
"00-0026764","Dobson Collins","Dobson","Collins","WR"
"00-0031552","Jalen Collins","Jalen","Collins","CB"
"00-0030421","Jamie Collins","Jamie","Collins","OLB"
"00-0031534","La'el Collins","La'el","Collins","OT"
"00-0032262","Landon Collins","Landon","Collins","LB"
"00-0033131","Maliek Collins","Maliek","Collins","DT"
"00-0036554","Nico Collins","Nico","Collins","WR"
"00-0036933","Zaven Collins","Zaven","Collins","LB"
"00-0035992","Trystan Colon-Castillo","Trystan","Colon","C"
"00-0035992","Trystan Colon","Trystan","Colon","C"
"00-0024193","Willie Colon","Willie","Colon","G"
"00-0026516","Britton Colquitt","Britton","Colquitt","P"
"00-0023534","Dustin Colquitt","Dustin","Colquitt","P"
"00-0039346","Junior Colson","Junior","Colson","LB"
"00-0024466","Marques Colston","Marques","Colston","WR"
"00-0030932","Kain Colter","Theodis","Colter","WR"
"00-0031259","Aaron Colvin","Aaron","Colvin","CB"
"00-0035265","John Cominsky","John","Cominsky","DE"
"00-0029144","Tom Compton","Thomas","Compton","G"
"00-0029869","Will Compton","William","Compton","ILB"
"00-0023177","Jon Condo","Jonathan","Condo","LS"
"00-0035115","Te'Von Coney","Te'Von","Coney","LB"
"00-0033057","Jack Conklin","Jonathan","Conklin","OT"
"00-0034270","Tyler Conklin","Tyler","Conklin","TE"
"00-0032128","Chris Conley","Christian","Conley","WR"
"00-0033882","Gareon Conley","Gareon","Conley","CB"
"00-0035533","Ryan Connelly","Ryan","Connelly","ILB"
"00-0038982","Chamarri Conner","Chamarri","Conner","DB"
"00-0033553","James Conner","James","Conner","RB"
"00-0037265","Snoop Conner","Jarod","Conner","RB"
"00-0027831","Kavell Conner","Kavell","Conner","OLB"
"00-0037348","Tanner Conner","Tanner","Conner","TE"
"00-0033766","Zach Conque","Zach","Conque","TE"
"00-0035009","C.J. Conrad","C.J.","Conrad","TE"
"00-0028031","Chris Conte","Christopher","Conte","FS"
"00-0035515","Cody Conway","Cody","Conway","OT"
"00-0038475","Alex Cook","Alex","Cook","SAF"
"00-0037193","Bryan Cook","Bryan","Cook","SAF"
"00-0032893","Connor Cook","Connor","Cook","QB"
"00-0033893","Dalvin Cook","Dalvin","Cook","RB"
"00-0037480","Dylan Cook","Dylan","Cook","OT"
"00-0037248","James Cook","James","Cook","RB"
"00-0027061","Jared Cook","Jared","Cook","TE"
"00-0031992","Kenny Cook","Kenny","Cook","WR"
"00-0035729","Rishard Cook","Rishard","Cook","G"
"00-0033683","Tim Cook","Tim","Cook","RB"
"00-0034437","Logan Cooke","Logan","Cooke","P"
"00-0031236","Brandin Cooks","Brandin","Cooks","WR"
"00-0038667","Elijah Cooks","Elijah","Cooks","WR"
"00-0035812","Case Cookus","Stephen","Cookus","QB"
"00-0036539","Nolan Cooney","Nolan","Cooney","P"
"00-0031112","Travis Coons","Travis","Coons","K"
"00-0031544","Amari Cooper","Amari","Cooper","WR"
"00-0034085","Chris Cooper","Christopher","Cooper","DB"
"00-0039850","Edgerrin Cooper","Edgerrin","Cooper","LB"
"00-0033279","Ethan Cooper","Ethan","Cooper","G"
"00-0032427","Fahn Cooper","Fahn","Cooper","OT"
"00-0030590","Jonathan Cooper","Jonathan","Cooper","G"
"00-0036952","Jonathon Cooper","Jonathon","Cooper","LB"
"00-0030127","Marcus Cooper","Marcus","Cooper","DB"
"00-0033111","Pharoh Cooper","Pharoh","Cooper","WR"
"00-0027758","Riley Cooper","Riley","Cooper","WR"
"00-0039245","Ryan Cooper Jr.","Ryan","Cooper","CB"
"00-0032061","Xavier Cooper","Xavier","Cooper","DE"
"00-0030010","Brandon Copeland","Brandon","Copeland","OLB"
"00-0038843","Jacob Copeland","Jacob","Copeland","WR"
"00-0035607","Marquise Copeland","Marquise","Copeland","DT"
"00-0034261","Austin Corbett","Austin","Corbett","C"
"00-0037410","Jashaun Corbin","Jashaun","Corbin","RB"
"00-0032795","Cody Core","Cody","Core","WR"
"00-0037370","Yusuf Corker","Yusuf","Corker","DB"
"00-0039920","Malachi Corley","Malachi","Corley","WR"
"00-0036444","Jashon Cornell","Jashon","Cornell","DT"
"00-0038132","Matt Corral","Matthew","Corral","QB"
"00-0032386","Kamalei Correa","Kamalei","Correa","OLB"
"00-0039738","Blake Corum","Blake","Corum","RB"
"00-0037505","Bryce Cosby","Bryce","Cosby","CB"
"00-0036618","Samuel Cosmi","Samuel","Cosmi","G"
"00-0036618","Sam Cosmi","Samuel","Cosmi","G"
"00-0035822","Doug Costin","Douglas","Costin","DT"
"00-0038651","Chase Cota","Chase","Cota","WR"
"00-0022811","Jerricho Cotchery","Jerricho","Cotchery","WR"
"00-0034209","Curtis Cothran","Curtis","Cothran","DT"
"00-0032095","Brandon Cottom","Brandon","Cottom","TE"
"00-0034906","Eric Cotton","Eric","Cotton","DE"
"00-0035901","Jeff Cotton","Jeff","Cotton","WR"
"00-0035117","Lester Cotton","Lester","Cotton","G"
"00-0035835","Nathan Cottrell","Nathan","Cottrell","RB"
"00-0039469","Te'Cory Couch","Te'Cory","Couch","DB"
"00-0036402","Carter Coughlin","Carter","Coughlin","LB"
"00-0029650","Edawn Coughman","Edawn","Coughman","OT"
"00-0036308","Isaiah Coulter","Isaiah","Coulter","WR"
"00-0032793","Blake Countess","Blake","Countess","CB"
"00-0029604","Kirk Cousins","Kirk","Cousins","QB"
"00-0034366","Keke Coutee","Key'vantanie","Coutee","WR"
"00-0037132","Britain Covey","Britain","Covey","WR"
"00-0031619","Christian Covington","Christian","Covington","DE"
"00-0034410","Chris Covington","Christopher","Covington","LB"
"00-0033631","Rashaad Coward","Keshone","Coward","G"
"00-0035278","Byron Cowart","Byron","Cowart","DT"
"00-0039365","Jacob Cowing","Jacob","Cowing","WR"
"00-0032929","James Cowser","James","Cowser","LB"
"00-0038463","Brenton Cox Jr.","Brenton","Cox","DE"
"00-0033408","Bryan Cox","Bryan","Cox","DE"
"00-0035310","Chandler Cox","Chandler","Cox","FB"
"00-0033339","Demetrious Cox","Demetrious","Cox","DB"
"00-0029653","Fletcher Cox","Fletcher","Cox","DT"
"00-0036882","Jabril Cox","Jabril","Cox","LB"
"00-0035427","Jeremy Cox","Jeremy","Cox","FB"
"00-0027557","Morgan Cox","Morgan","Cox","LS"
"00-0027737","Perrish Cox","Perrish","Cox","CB"
"00-0034625","Anthony Coyle","Anthony","Coyle","OT"
"00-0030770","Brock Coyle","Brockway","Coyle","LB"
"00-0036764","Tyler Coyle","Tyler","Coyle","SAF"
"00-0026986","Michael Crabtree","Michael","Crabtree","WR"
"00-0034542","Zachary Crabtree","Zachary","Crabtree","OT"
"00-0034054","River Cracraft","Tanner","Cracraft","WR"
"00-0033726","Winston Craig","Winston","Craig","DT"
"00-0032767","Su'a Cravens","Su'a","Cravens","DB"
"00-0036191","Aaron Crawford","Aaron","Crawford","DT"
"00-0034049","Antonio Crawford","Antonio","Crawford","DB"
"00-0029627","Jack Crawford","Jack","Crawford","DT"
"00-0034881","James Crawford","James","Crawford","LB"
"00-0028996","Richard Crawford","Richard","Crawford","DB"
"00-0029641","Tyrone Crawford","Tyrone","Crawford","DT"
